時間	感受性者	感染者	回復者	フェーズ
612.5	123960364.2	5536.2	1034099.6	hammer
612.6	123960320.7	5524.4	1034155.0	hammer
612.7	123960277.2	5512.6	1034210.2	hammer
612.8	123960233.8	5500.8	1034265.3	hammer
612.9	123960190.6	5489.1	1034320.3	hammer
613.0	123960147.4	5477.4	1034375.2	hammer
613.1	123960104.3	5465.7	1034430.0	hammer
613.2	123960061.3	5454.1	1034484.7	hammer
613.3	123960018.4	5442.4	1034539.2	hammer
613.4	123959975.6	5430.8	1034593.6	hammer
613.5	123959932.8	5419.2	1034647.9	hammer
613.6	123959890.2	5407.7	1034702.1	hammer
613.7	123959847.7	5396.1	1034756.2	hammer
613.8	123959805.2	5384.6	1034810.2	hammer
613.9	123959762.8	5373.2	1034864.0	hammer
614.0	123959720.6	5361.7	1034917.7	hammer
614.1	123959678.4	5350.3	1034971.4	hammer
614.2	123959636.3	5338.9	1035024.9	hammer
614.3	123959594.3	5327.5	1035078.2	hammer
614.4	123959552.4	5316.1	1035131.5	hammer
614.5	123959510.6	5304.8	1035184.7	hammer
614.6	123959468.8	5293.5	1035237.7	hammer
614.7	123959427.2	5282.2	1035290.7	hammer
614.8	123959385.6	5270.9	1035343.5	hammer
614.9	123959344.1	5259.7	1035396.2	hammer
615.0	123959302.8	5248.4	1035448.8	hammer
615.1	123959261.5	5237.3	1035501.3	hammer
615.2	123959220.3	5226.1	1035553.6	hammer
615.3	123959179.2	5214.9	1035605.9	hammer
615.4	123959138.1	5203.8	1035658.1	hammer
615.5	123959097.2	5192.7	1035710.1	hammer
615.6	123959056.3	5181.6	1035762.0	hammer
615.7	123959015.6	5170.6	1035813.8	hammer
615.8	123958974.9	5159.6	1035865.5	hammer
615.9	123958934.3	5148.6	1035917.1	hammer
616.0	123958893.8	5137.6	1035968.6	hammer
616.1	123958853.4	5126.6	1036020.0	hammer
616.2	123958813.0	5115.7	1036071.3	hammer
616.3	123958772.8	5104.8	1036122.4	hammer
616.4	123958732.6	5093.9	1036173.5	hammer
616.5	123958692.6	5083.0	1036224.4	hammer
616.6	123958652.6	5072.2	1036275.2	hammer
616.7	123958612.7	5061.4	1036326.0	hammer
616.8	123958572.8	5050.6	1036376.6	hammer
616.9	123958533.1	5039.8	1036427.1	hammer
617.0	123958493.5	5029.1	1036477.5	hammer
617.1	123958453.9	5018.3	1036527.8	hammer
617.2	123958414.4	5007.6	1036578.0	hammer
617.3	123958375.0	4996.9	1036628.0	hammer
617.4	123958335.7	4986.3	1036678.0	hammer
617.5	123958296.5	4975.7	1036727.9	hammer
617.6	123958257.3	4965.0	1036777.6	hammer
617.7	123958218.3	4954.5	1036827.3	hammer
617.8	123958179.3	4943.9	1036876.8	hammer
617.9	123958140.4	4933.3	1036926.3	hammer
618.0	123958101.6	4922.8	1036975.6	hammer
618.1	123958062.9	4912.3	1037024.8	hammer
618.2	123958024.2	4901.8	1037073.9	hammer
618.3	123957985.7	4891.4	1037123.0	hammer
618.4	123957947.2	4881.0	1037171.9	hammer
618.5	123957908.8	4870.5	1037220.7	hammer
618.6	123957870.5	4860.2	1037269.4	hammer
618.7	123957832.2	4849.8	1037318.0	hammer
618.8	123957794.1	4839.4	1037366.5	hammer
618.9	123957756.0	4829.1	1037414.9	hammer
619.0	123957718.0	4818.8	1037463.2	hammer
619.1	123957680.1	4808.5	1037511.4	hammer
619.2	123957642.3	4798.3	1037559.4	hammer
619.3	123957604.5	4788.1	1037607.4	hammer
619.4	123957566.8	4777.8	1037655.3	hammer
619.5	123957529.3	4767.7	1037703.1	hammer
619.6	123957491.7	4757.5	1037750.8	hammer
619.7	123957454.3	4747.3	1037798.3	hammer
619.8	123957417.0	4737.2	1037845.8	hammer
619.9	123957379.7	4727.1	1037893.2	hammer
620.0	123957342.5	4717.0	1037940.5	hammer
620.1	123957305.4	4707.0	1037987.6	hammer
620.2	123957268.4	4696.9	1038034.7	hammer
620.3	123957231.4	4686.9	1038081.7	hammer
620.4	123957194.6	4676.9	1038128.5	hammer
620.5	123957157.8	4666.9	1038175.3	hammer
620.6	123957121.0	4657.0	1038222.0	hammer
620.7	123957084.4	4647.1	1038268.5	hammer
620.8	123957047.9	4637.1	1038315.0	hammer
620.9	123957011.4	4627.2	1038361.4	hammer
621.0	123956975.0	4617.4	1038407.7	hammer
621.1	123956938.6	4607.5	1038453.8	hammer
621.2	123956902.4	4597.7	1038499.9	hammer
621.3	123956866.2	4587.9	1038545.9	hammer
621.4	123956830.1	4578.1	1038591.8	hammer
621.5	123956794.1	4568.3	1038637.5	hammer
621.6	123956758.2	4558.6	1038683.2	hammer
621.7	123956722.3	4548.9	1038728.8	hammer
621.8	123956686.5	4539.2	1038774.3	hammer
621.9	123956650.8	4529.5	1038819.7	hammer
622.0	123956615.2	4519.8	1038865.0	hammer
622.1	123956579.6	4510.2	1038910.2	hammer
622.2	123956544.1	4500.6	1038955.3	hammer
622.3	123956508.7	4491.0	1039000.3	hammer
622.4	123956473.4	4481.4	1039045.2	hammer
622.5	123956438.2	4471.8	1039090.0	hammer
622.6	123956403.0	4462.3	1039134.7	hammer
622.7	123956367.9	4452.8	1039179.4	hammer
622.8	123956332.8	4443.3	1039223.9	hammer
622.9	123956297.9	4433.8	1039268.3	hammer
623.0	123956263.0	4424.3	1039312.7	hammer
623.1	123956228.2	4414.9	1039356.9	hammer
623.2	123956193.5	4405.5	1039401.0	hammer
623.3	123956158.8	4396.1	1039445.1	hammer
623.4	123956124.2	4386.7	1039489.1	hammer
623.5	123956089.7	4377.4	1039532.9	hammer
623.6	123956055.3	4368.0	1039576.7	hammer
623.7	123956020.9	4358.7	1039620.4	hammer
623.8	123955986.6	4349.4	1039664.0	hammer
623.9	123955952.4	4340.1	1039707.5	hammer
624.0	123955918.3	4330.9	1039750.9	hammer
624.1	123955884.2	4321.6	1039794.2	hammer
624.2	123955850.2	4312.4	1039837.4	hammer
624.3	123955816.3	4303.2	1039880.5	hammer
624.4	123955782.4	4294.0	1039923.5	hammer
624.5	123955748.6	4284.9	1039966.5	hammer
624.6	123955714.9	4275.7	1040009.3	hammer
624.7	123955681.3	4266.6	1040052.1	hammer
624.8	123955647.7	4257.5	1040094.8	hammer
624.9	123955614.2	4248.4	1040137.3	hammer
625.0	123955580.8	4239.4	1040179.8	hammer
625.1	123955547.5	4230.3	1040222.2	hammer
625.2	123955514.2	4221.3	1040264.5	hammer
625.3	123955481.0	4212.3	1040306.7	hammer
625.4	123955447.8	4203.3	1040348.9	hammer
625.5	123955414.8	4194.3	1040390.9	hammer
625.6	123955381.8	4185.4	1040432.8	hammer
625.7	123955348.8	4176.5	1040474.7	hammer
625.8	123955316.0	4167.6	1040516.4	hammer
625.9	123955283.2	4158.7	1040558.1	hammer
626.0	123955250.5	4149.8	1040599.7	hammer
626.1	123955217.8	4140.9	1040641.2	hammer
626.2	123955185.3	4132.1	1040682.6	hammer
626.3	123955152.8	4123.3	1040723.9	hammer
626.4	123955120.3	4114.5	1040765.2	hammer
626.5	123955088.0	4105.7	1040806.3	hammer
626.6	123955055.7	4097.0	1040847.4	hammer
626.7	123955023.4	4088.2	1040888.3	hammer
626.8	123954991.3	4079.5	1040929.2	hammer
626.9	123954959.2	4070.8	1040970.0	hammer
627.0	123954927.1	4062.1	1041010.7	hammer
627.1	123954895.2	4053.5	1041051.4	hammer
627.2	123954863.3	4044.8	1041091.9	hammer
627.3	123954831.5	4036.2	1041132.3	hammer
627.4	123954799.7	4027.6	1041172.7	hammer
627.5	123954768.0	4019.0	1041213.0	hammer
627.6	123954736.4	4010.4	1041253.2	hammer
627.7	123954704.9	4001.9	1041293.3	hammer
627.8	123954673.4	3993.3	1041333.3	hammer
627.9	123954642.0	3984.8	1041373.2	hammer
628.0	123954610.6	3976.3	1041413.1	hammer
628.1	123954579.4	3967.8	1041452.8	hammer
628.2	123954548.1	3959.3	1041492.5	hammer
628.3	123954517.0	3950.9	1041532.1	hammer
628.4	123954485.9	3942.5	1041571.6	hammer
628.5	123954454.9	3934.1	1041611.0	hammer
628.6	123954424.0	3925.7	1041650.4	hammer
628.7	123954393.1	3917.3	1041689.6	hammer
628.8	123954362.3	3908.9	1041728.8	hammer
628.9	123954331.5	3900.6	1041767.9	hammer
629.0	123954300.8	3892.3	1041806.9	hammer
629.1	123954270.2	3884.0	1041845.8	hammer
629.2	123954239.6	3875.7	1041884.7	hammer
629.3	123954209.2	3867.4	1041923.4	hammer
629.4	123954178.7	3859.2	1041962.1	hammer
629.5	123954148.4	3850.9	1042000.7	hammer
629.6	123954118.1	3842.7	1042039.2	hammer
629.7	123954087.9	3834.5	1042077.6	hammer
629.8	123954057.7	3826.3	1042116.0	hammer
629.9	123954027.6	3818.2	1042154.2	hammer
630.0	123953997.6	3810.0	1042192.4	hammer
630.1	123953967.6	3801.9	1042230.5	hammer
630.2	123953937.7	3793.8	1042268.5	hammer
630.3	123953907.8	3785.7	1042306.5	hammer
630.4	123953878.0	3777.6	1042344.3	hammer
630.5	123953848.3	3769.6	1042382.1	hammer
630.6	123953818.7	3761.5	1042419.8	hammer
630.7	123953789.1	3753.5	1042457.4	hammer
630.8	123953759.6	3745.5	1042494.9	hammer
630.9	123953730.1	3737.5	1042532.4	hammer
631.0	123953700.7	3729.5	1042569.8	hammer
631.1	123953671.4	3721.6	1042607.1	hammer
631.2	123953642.1	3713.6	1042644.3	hammer
631.3	123953612.9	3705.7	1042681.4	hammer
631.4	123953583.7	3697.8	1042718.5	hammer
631.5	123953554.6	3689.9	1042755.5	hammer
631.6	123953525.6	3682.0	1042792.4	hammer
631.7	123953496.6	3674.2	1042829.2	hammer
631.8	123953467.7	3666.4	1042865.9	hammer
631.9	123953438.9	3658.5	1042902.6	hammer
632.0	123953410.1	3650.7	1042939.2	hammer
632.1	123953381.4	3642.9	1042975.7	hammer
632.2	123953352.7	3635.2	1043012.1	hammer
632.3	123953324.1	3627.4	1043048.5	hammer
632.4	123953295.6	3619.7	1043084.7	hammer
632.5	123953267.1	3612.0	1043120.9	hammer
632.6	123953238.7	3604.2	1043157.0	hammer
632.7	123953210.4	3596.6	1043193.1	hammer
632.8	123953182.1	3588.9	1043229.1	hammer
632.9	123953153.8	3581.2	1043264.9	hammer
633.0	123953125.7	3573.6	1043300.8	hammer
633.1	123953097.5	3566.0	1043336.5	hammer
633.2	123953069.5	3558.4	1043372.2	hammer
633.3	123953041.5	3550.8	1043407.7	hammer
633.4	123953013.6	3543.2	1043443.2	hammer
633.5	123952985.7	3535.6	1043478.7	hammer
633.6	123952957.9	3528.1	1043514.0	hammer
633.7	123952930.1	3520.6	1043549.3	hammer
633.8	123952902.4	3513.0	1043584.5	hammer
633.9	123952874.8	3505.6	1043619.7	hammer
634.0	123952847.2	3498.1	1043654.7	hammer
634.1	123952819.7	3490.6	1043689.7	hammer
634.2	123952792.2	3483.2	1043724.6	hammer
634.3	123952764.8	3475.7	1043759.4	hammer
634.4	123952737.5	3468.3	1043794.2	hammer
634.5	123952710.2	3460.9	1043828.9	hammer
634.6	123952683.0	3453.5	1043863.5	hammer
634.7	123952655.8	3446.2	1043898.0	hammer
634.8	123952628.7	3438.8	1043932.5	hammer
634.9	123952601.7	3431.5	1043966.9	hammer
635.0	123952574.7	3424.2	1044001.2	hammer
635.1	123952547.7	3416.8	1044035.4	hammer
635.2	123952520.9	3409.6	1044069.6	hammer
635.3	123952494.0	3402.3	1044103.7	hammer
635.4	123952467.3	3395.0	1044137.7	hammer
635.5	123952440.6	3387.8	1044171.7	hammer
635.6	123952413.9	3380.6	1044205.5	hammer
635.7	123952387.3	3373.3	1044239.3	hammer
635.8	123952360.8	3366.1	1044273.1	hammer
635.9	123952334.3	3359.0	1044306.7	hammer
636.0	123952307.9	3351.8	1044340.3	hammer
636.1	123952281.5	3344.6	1044373.8	hammer
636.2	123952255.2	3337.5	1044407.3	hammer
636.3	123952229.0	3330.4	1044440.7	hammer
636.4	123952202.8	3323.3	1044474.0	hammer
636.5	123952176.6	3316.2	1044507.2	hammer
636.6	123952150.5	3309.1	1044540.4	hammer
636.7	123952124.5	3302.1	1044573.4	hammer
636.8	123952098.5	3295.0	1044606.5	hammer
636.9	123952072.6	3288.0	1044639.4	hammer
637.0	123952046.7	3281.0	1044672.3	hammer
637.1	123952020.9	3274.0	1044705.1	hammer
637.2	123951995.2	3267.0	1044737.8	hammer
637.3	123951969.5	3260.0	1044770.5	hammer
637.4	123951943.8	3253.1	1044803.1	hammer
637.5	123951918.2	3246.1	1044835.6	hammer
637.6	123951892.7	3239.2	1044868.1	hammer
637.7	123951867.2	3232.3	1044900.5	hammer
637.8	123951841.8	3225.4	1044932.8	hammer
637.9	123951816.4	3218.5	1044965.1	hammer
638.0	123951791.1	3211.6	1044997.3	hammer
638.1	123951765.8	3204.8	1045029.4	hammer
638.2	123951740.6	3197.9	1045061.4	hammer
638.3	123951715.5	3191.1	1045093.4	hammer
638.4	123951690.4	3184.3	1045125.3	hammer
638.5	123951665.3	3177.5	1045157.2	hammer
638.6	123951640.3	3170.7	1045188.9	hammer
638.7	123951615.4	3164.0	1045220.6	hammer
638.8	123951590.5	3157.2	1045252.3	hammer
638.9	123951565.7	3150.5	1045283.9	hammer
639.0	123951540.9	3143.8	1045315.4	hammer
639.1	123951516.1	3137.1	1045346.8	hammer
639.2	123951491.5	3130.4	1045378.2	hammer
639.3	123951466.8	3123.7	1045409.5	hammer
639.4	123951442.3	3117.0	1045440.7	hammer
639.5	123951417.8	3110.4	1045471.9	hammer
639.6	123951393.3	3103.7	1045503.0	hammer
639.7	123951368.9	3097.1	1045534.0	hammer
639.8	123951344.5	3090.5	1045565.0	hammer
639.9	123951320.2	3083.9	1045595.9	hammer
640.0	123951295.9	3077.3	1045626.7	hammer
640.1	123951271.7	3070.8	1045657.5	hammer
640.2	123951247.6	3064.2	1045688.2	hammer
640.3	123951223.5	3057.7	1045718.9	hammer
640.4	123951199.4	3051.1	1045749.4	hammer
640.5	123951175.4	3044.6	1045779.9	hammer
640.6	123951151.5	3038.1	1045810.4	hammer
640.7	123951127.6	3031.7	1045840.8	hammer
640.8	123951103.7	3025.2	1045871.1	hammer
640.9	123951079.9	3018.7	1045901.3	hammer
641.0	123951056.2	3012.3	1045931.5	hammer
641.1	123951032.5	3005.9	1045961.7	hammer
641.2	123951008.8	2999.5	1045991.7	hammer
641.3	123950985.2	2993.1	1046021.7	hammer
641.4	123950961.7	2986.7	1046051.6	hammer
641.5	123950938.2	2980.3	1046081.5	hammer
641.6	123950914.8	2973.9	1046111.3	hammer
641.7	123950891.4	2967.6	1046141.0	hammer
641.8	123950868.0	2961.3	1046170.7	hammer
641.9	123950844.7	2954.9	1046200.3	hammer
642.0	123950821.5	2948.6	1046229.9	hammer
642.1	123950798.3	2942.3	1046259.4	hammer
642.2	123950775.1	2936.1	1046288.8	hammer
642.3	123950752.0	2929.8	1046318.2	hammer
642.4	123950729.0	2923.5	1046347.5	hammer
642.5	123950706.0	2917.3	1046376.7	hammer
642.6	123950683.1	2911.1	1046405.9	hammer
642.7	123950660.2	2904.9	1046435.0	hammer
642.8	123950637.3	2898.7	1046464.0	hammer
642.9	123950614.5	2892.5	1046493.0	hammer
643.0	123950591.8	2886.3	1046521.9	hammer
643.1	123950569.0	2880.2	1046550.8	hammer
643.2	123950546.4	2874.0	1046579.6	hammer
643.3	123950523.8	2867.9	1046608.3	hammer
643.4	123950501.2	2861.8	1046637.0	hammer
643.5	123950478.7	2855.7	1046665.6	hammer
643.6	123950456.2	2849.6	1046694.2	hammer
643.7	123950433.8	2843.5	1046722.7	hammer
643.8	123950411.5	2837.4	1046751.1	hammer
643.9	123950389.1	2831.4	1046779.5	hammer
644.0	123950366.9	2825.3	1046807.8	hammer
644.1	123950344.7	2819.3	1046836.1	hammer
644.2	123950322.5	2813.3	1046864.3	hammer
644.3	123950300.3	2807.3	1046892.4	hammer
644.4	123950278.3	2801.3	1046920.5	hammer
644.5	123950256.2	2795.3	1046948.5	hammer
644.6	123950234.2	2789.3	1046976.4	hammer
644.7	123950212.3	2783.4	1047004.3	hammer
644.8	123950190.4	2777.4	1047032.2	hammer
644.9	123950168.6	2771.5	1047059.9	hammer
645.0	123950146.8	2765.6	1047087.6	hammer
645.1	123950125.0	2759.7	1047115.3	hammer
645.2	123950103.3	2753.8	1047142.9	hammer
645.3	123950081.6	2747.9	1047170.4	hammer
645.4	123950060.0	2742.1	1047197.9	hammer
645.5	123950038.4	2736.2	1047225.3	hammer
645.6	123950016.9	2730.4	1047252.7	hammer
645.7	123949995.4	2724.6	1047280.0	hammer
645.8	123949974.0	2718.7	1047307.2	hammer
645.9	123949952.6	2712.9	1047334.4	hammer
646.0	123949931.3	2707.2	1047361.6	hammer
646.1	123949910.0	2701.4	1047388.6	hammer
646.2	123949888.7	2695.6	1047415.6	hammer
646.3	123949867.5	2689.9	1047442.6	hammer
646.4	123949846.4	2684.1	1047469.5	hammer
646.5	123949825.3	2678.4	1047496.3	hammer
646.6	123949804.2	2672.7	1047523.1	hammer
646.7	123949783.2	2667.0	1047549.9	hammer
646.8	123949762.2	2661.3	1047576.5	hammer
646.9	123949741.3	2655.6	1047603.1	hammer
647.0	123949720.4	2649.9	1047629.7	hammer
647.1	123949699.5	2644.3	1047656.2	hammer
647.2	123949678.7	2638.6	1047682.6	hammer
647.3	123949658.0	2633.0	1047709.0	hammer
647.4	123949637.3	2627.4	1047735.4	hammer
647.5	123949616.6	2621.8	1047761.6	hammer
647.6	123949596.0	2616.2	1047787.8	hammer
647.7	123949575.4	2610.6	1047814.0	hammer
647.8	123949554.8	2605.0	1047840.1	hammer
647.9	123949534.4	2599.5	1047866.2	hammer
648.0	123949513.9	2593.9	1047892.2	hammer
648.1	123949493.5	2588.4	1047918.1	hammer
648.2	123949473.1	2582.9	1047944.0	hammer
648.3	123949452.8	2577.4	1047969.8	hammer
648.4	123949432.6	2571.9	1047995.6	hammer
648.5	123949412.3	2566.4	1048021.3	hammer
648.6	123949392.1	2560.9	1048047.0	hammer
648.7	123949372.0	2555.4	1048072.6	hammer
648.8	123949351.9	2550.0	1048098.1	hammer
648.9	123949331.8	2544.5	1048123.6	hammer
649.0	123949311.8	2539.1	1048149.1	hammer
649.1	123949291.8	2533.7	1048174.5	hammer
649.2	123949271.9	2528.3	1048199.8	hammer
649.3	123949252.0	2522.9	1048225.1	hammer
649.4	123949232.2	2517.5	1048250.3	hammer
649.5	123949212.4	2512.1	1048275.5	hammer
649.6	123949192.6	2506.8	1048300.6	hammer
649.7	123949172.9	2501.4	1048325.7	hammer
649.8	123949153.2	2496.1	1048350.7	hammer
649.9	123949133.6	2490.8	1048375.7	hammer
650.0	123949114.0	2485.4	1048400.6	hammer
650.1	123949094.4	2480.1	1048425.4	hammer
650.2	123949074.9	2474.8	1048450.2	hammer
650.3	123949055.5	2469.6	1048475.0	hammer
650.4	123949036.0	2464.3	1048499.7	hammer
650.5	123949016.7	2459.0	1048524.3	hammer
650.6	123948997.3	2453.8	1048548.9	hammer
650.7	123948978.0	2448.6	1048573.4	hammer
650.8	123948958.8	2443.3	1048597.9	hammer
650.9	123948939.5	2438.1	1048622.4	hammer
651.0	123948920.4	2432.9	1048646.7	hammer
651.1	123948901.2	2427.7	1048671.1	hammer
651.2	123948882.1	2422.5	1048695.3	hammer
651.3	123948863.1	2417.4	1048719.6	hammer
651.4	123948844.1	2412.2	1048743.7	hammer
651.5	123948825.1	2407.1	1048767.9	hammer
651.6	123948806.1	2401.9	1048791.9	hammer
651.7	123948787.2	2396.8	1048815.9	hammer
651.8	123948768.4	2391.7	1048839.9	hammer
651.9	123948749.6	2386.6	1048863.8	hammer
652.0	123948730.8	2381.5	1048887.7	hammer
652.1	123948712.1	2376.4	1048911.5	hammer
652.2	123948693.4	2371.3	1048935.3	hammer
652.3	123948674.7	2366.3	1048959.0	hammer
652.4	123948656.1	2361.2	1048982.7	hammer
652.5	123948637.5	2356.2	1049006.3	hammer
652.6	123948619.0	2351.2	1049029.8	hammer
652.7	123948600.5	2346.1	1049053.3	hammer
652.8	123948582.1	2341.1	1049076.8	hammer
652.9	123948563.6	2336.1	1049100.2	hammer
653.0	123948545.3	2331.2	1049123.6	hammer
653.1	123948526.9	2326.2	1049146.9	hammer
653.2	123948508.6	2321.2	1049170.1	hammer
653.3	123948490.4	2316.3	1049193.4	hammer
653.4	123948472.2	2311.3	1049216.5	hammer
653.5	123948454.0	2306.4	1049239.6	hammer
653.6	123948435.8	2301.5	1049262.7	hammer
653.7	123948417.7	2296.6	1049285.7	hammer
653.8	123948399.7	2291.7	1049308.7	hammer
653.9	123948381.6	2286.8	1049331.6	hammer
654.0	123948363.7	2281.9	1049354.5	hammer
654.1	123948345.7	2277.0	1049377.3	hammer
654.2	123948327.8	2272.2	1049400.1	hammer
654.3	123948309.9	2267.3	1049422.8	hammer
654.4	123948292.1	2262.5	1049445.4	hammer
654.5	123948274.3	2257.6	1049468.1	hammer
654.6	123948256.5	2252.8	1049490.6	hammer
654.7	123948238.8	2248.0	1049513.2	hammer
654.8	123948221.1	2243.2	1049535.7	hammer
654.9	123948203.5	2238.4	1049558.1	hammer
655.0	123948185.9	2233.7	1049580.5	hammer
655.1	123948168.3	2228.9	1049602.8	hammer
655.2	123948150.8	2224.1	1049625.1	hammer
655.3	123948133.3	2219.4	1049647.3	hammer
655.4	123948115.8	2214.6	1049669.5	hammer
655.5	123948098.4	2209.9	1049691.7	hammer
655.6	123948081.0	2205.2	1049713.8	hammer
655.7	123948063.7	2200.5	1049735.8	hammer
655.8	123948046.4	2195.8	1049757.8	hammer
655.9	123948029.1	2191.1	1049779.8	hammer
656.0	123948011.9	2186.4	1049801.7	hammer
656.1	123947994.7	2181.8	1049823.6	hammer
656.2	123947977.5	2177.1	1049845.4	hammer
656.3	123947960.4	2172.5	1049867.2	hammer
656.4	123947943.3	2167.8	1049888.9	hammer
656.5	123947926.2	2163.2	1049910.6	hammer
656.6	123947909.2	2158.6	1049932.2	hammer
656.7	123947892.2	2154.0	1049953.8	hammer
656.8	123947875.3	2149.4	1049975.3	hammer
656.9	123947858.4	2144.8	1049996.8	hammer
657.0	123947841.5	2140.2	1050018.3	hammer
657.1	123947824.7	2135.7	1050039.7	hammer
657.2	123947807.9	2131.1	1050061.0	hammer
657.3	123947791.1	2126.5	1050082.3	hammer
657.4	123947774.4	2122.0	1050103.6	hammer
657.5	123947757.7	2117.5	1050124.8	hammer
657.6	123947741.0	2113.0	1050146.0	hammer
657.7	123947724.4	2108.5	1050167.1	hammer
657.8	123947707.8	2104.0	1050188.2	hammer
657.9	123947691.3	2099.5	1050209.2	hammer
658.0	123947674.8	2095.0	1050230.2	hammer
658.1	123947658.3	2090.5	1050251.2	hammer
658.2	123947641.9	2086.1	1050272.1	hammer
658.3	123947625.4	2081.6	1050293.0	hammer
658.4	123947609.1	2077.2	1050313.8	hammer
658.5	123947592.7	2072.7	1050334.5	hammer
658.6	123947576.4	2068.3	1050355.3	hammer
658.7	123947560.2	2063.9	1050376.0	hammer
658.8	123947543.9	2059.5	1050396.6	hammer
658.9	123947527.7	2055.1	1050417.2	hammer
659.0	123947511.6	2050.7	1050437.7	hammer
659.1	123947495.4	2046.3	1050458.2	hammer
659.2	123947479.3	2042.0	1050478.7	hammer
659.3	123947463.3	2037.6	1050499.1	hammer
659.4	123947447.2	2033.3	1050519.5	hammer
659.5	123947431.3	2028.9	1050539.8	hammer
659.6	123947415.3	2024.6	1050560.1	hammer
659.7	123947399.4	2020.3	1050580.4	hammer
659.8	123947383.5	2015.9	1050600.6	hammer
659.9	123947367.6	2011.6	1050620.7	hammer
660.0	123947351.8	2007.4	1050640.9	hammer
660.1	123947336.0	2003.1	1050660.9	hammer
660.2	123947320.3	1998.8	1050681.0	hammer
660.3	123947304.5	1994.5	1050700.9	dance
660.4	123947162.4	2116.8	1050720.9	dance
660.5	123947011.5	2246.5	1050742.1	dance
660.6	123946851.3	2384.2	1050764.5	dance
660.7	123946681.4	2530.3	1050788.4	dance
660.8	123946501.0	2685.3	1050813.7	dance
660.9	123946309.6	2849.9	1050840.5	dance
661.0	123946106.4	3024.5	1050869.0	dance
661.1	123945890.8	3209.9	1050899.3	dance
661.2	123945662.0	3406.6	1050931.4	dance
661.3	123945419.2	3615.4	1050965.4	dance
661.4	123945161.5	3836.9	1051001.6	dance
661.5	123944888.0	4072.1	1051040.0	dance
661.6	123944597.7	4321.6	1051080.7	dance
661.7	123944289.7	4586.4	1051123.9	dance
661.8	123943962.8	4867.5	1051169.8	dance
661.9	123943615.8	5165.8	1051218.4	dance
662.0	123943247.6	5482.3	1051270.1	dance
662.1	123942856.8	5818.3	1051324.9	dance
662.2	123942442.1	6174.8	1051383.1	dance
662.3	123942002.0	6553.2	1051444.8	dance
662.4	123941534.9	6954.8	1051510.4	dance
662.5	123941039.1	7380.9	1051579.9	dance
662.6	123940513.0	7833.2	1051653.7	dance
662.7	123939954.7	8313.2	1051732.1	dance
662.8	123939362.2	8822.6	1051815.2	dance
662.9	123938733.4	9363.2	1051903.4	dance
663.0	123938066.0	9936.9	1051997.1	dance
663.1	123937357.8	10545.8	1052096.4	dance
663.2	123936606.1	11192.0	1052201.9	dance
663.3	123935808.5	11877.7	1052313.8	dance
663.4	123934961.9	12605.5	1052432.6	dance
663.5	123934063.5	13377.8	1052558.6	dance
663.6	123933110.1	14197.5	1052692.4	dance
663.7	123932098.3	15067.3	1052834.4	dance
663.8	123931024.5	15990.4	1052985.1	dance
663.9	123929884.9	16970.1	1053145.0	dance
664.0	123928675.6	18009.8	1053314.7	dance
664.1	123927392.2	19113.1	1053494.8	dance
664.2	123926030.1	20284.0	1053685.9	dance
664.3	123924584.7	21526.5	1053888.7	dance
664.4	123923050.8	22845.2	1054104.0	dance
664.5	123921422.9	24244.6	1054332.4	dance
664.6	123919695.4	25729.7	1054574.9	dance
664.7	123917862.1	27305.7	1054832.2	dance
664.8	123915916.6	28978.2	1055105.2	dance
664.9	123913851.9	30753.1	1055395.0	dance
665.0	123911660.9	32636.5	1055702.6	dance
665.1	123909335.8	34635.3	1056028.9	dance
665.2	123906868.3	36756.4	1056375.3	dance
665.3	123904249.9	39007.2	1056742.8	dance
665.4	123901471.2	41395.8	1057132.9	dance
665.5	123898522.6	43930.6	1057546.9	dance
665.6	123895393.5	46620.3	1057986.2	dance
665.7	123892073.0	49474.6	1058452.4	dance
665.8	123888549.4	52503.5	1058947.1	dance
665.9	123884810.3	55717.6	1059472.2	dance
666.0	123880842.5	59128.2	1060029.3	dance
666.1	123876632.1	62747.3	1060620.6	dance
666.2	123872164.3	66587.6	1061248.1	dance
666.3	123867423.5	70662.6	1061914.0	dance
666.4	123862392.8	74986.6	1062620.6	dance
666.5	123857054.8	79574.7	1063370.5	dance
666.6	123851390.7	84443.1	1064166.2	dance
666.7	123845380.5	89608.8	1065010.6	dance
666.8	123839003.4	95089.9	1065906.7	dance
666.9	123832236.8	100905.6	1066857.6	dance
667.0	123825057.2	107076.1	1067866.7	dance
667.1	123817439.5	113623.1	1068937.4	dance
667.2	123809356.9	120569.4	1070073.7	dance
667.3	123800781.4	127939.3	1071279.4	dance
667.4	123791682.9	135758.4	1072558.8	dance
667.5	123782029.8	144053.9	1073916.3	hammer
667.6	123780899.7	143743.4	1075356.9	hammer
667.7	123779772.1	143433.6	1076794.3	hammer
667.8	123778646.9	143124.5	1078228.7	hammer
667.9	123777524.1	142816.0	1079659.9	hammer
668.0	123776403.9	142508.1	1081088.1	hammer
668.1	123775286.0	142200.9	1082513.1	hammer
668.2	123774170.6	141894.3	1083935.1	hammer
668.3	123773057.6	141588.3	1085354.1	hammer
668.4	123771947.0	141283.0	1086770.0	hammer
668.5	123770838.8	140978.4	1088182.8	hammer
668.6	123769733.1	140674.3	1089592.6	hammer
